noOfComments,bodyLength,bodyContent,commentsSentimentValue,noOfevents,filteredUsers,noOfDevelopers,bugAuthor,labels,sameBugFixTime,timeToFix,sameBugFixTimeClass,timeToFixClass
4,776,"inconsistent `npm install` & `npm shrinkwrap` handling of package range """" , We have ""sphinxapi"" as a dependency and use npm shrinkwrap.sphinxapi has ""put"": """" in it's [list of dependencies](https://github.com/Inist-CNRS/node-sphinxapi/blob/e1b4e759518cc19319e6184b8837d15196cf2be0/package.jsonL37) and while it works fine during initial installation we get the following error",18.477000000000004,11,"othiym23,isaacs,npm-robot,JordanBelford",4,indeyets,"bot-closed,bug,installer,package-json,semver,shrinkwrap",10450.595555555556,6661.766944444445,7,7
61,251,"uid must be an unsigned int , sudo npm install -g ios-simnpm ERR! Darwin 15.6.0npm ERR! argv ""/usr/local/bin/node"" ""/usr/local/bin/npm"" ""install"" ""-g"" ""ios-sim""npm ERR! node v4.5.0npm ERR! npm v3.10.8npm ERR! uid must be an unsigned intthe whole npm-debug.log is attached",15.542999999999985,30,"puresamari,addaleax,javaminister,iarna,othiym23,StackOverflo,rbrinson,mhaddon,BallisticPain,Jasperrr91,syndesis,epelc,theskillwithin,ajspera",14,javaminister,"bug,node-bug",1.063611111111111,658.3263888888889,1,5
64,107,"npm hangs on Node 6.4.0 , When running npm i the process hangs with message:npm iextract:webpack: sill doParallel extract 1000",94.54199999999996,30,"Igor-Scekic,addaleax,NullDivision,leafi,bcoe,othiym23,mattkime,codejunkienick,moki,aix27249,danyparc,gabouh",12,NullDivision,"bug,node-bug",59.02388888888889,582.6569444444444,2,5
9,183,"Package tarballs with invalid windows filenames can cause install problems , As was discussed in 13722, if you have a filename with a newline in it it can cause all versions of npm on Windows to hang. npm should be more resilient toward bad data in tarballs.",11.882,6,"iarna,npm-robot,martinheidegger,legodude17,kcfgl",5,iarna,"bot-closed,bug,windows",10863.721666666666,7179.583333333333,7,7
2,1144,"Upon using big private repositories, npm search can fail. , If the private registry is big (bigger then the official one) then the npm search fails:npm verb stack Error: toString failednpm verb stack at Buffer.toString (buffer.js:379:11)npm verb stack at CachingRegistryClient.<anonymous> (/usr/local/lib/node_modules/npm/node_modules/npm-registry-client/lib/r",4.071,7,"zkat,aredridel",2,AlexeiVainshtein,"big-bug,bug,search",19504.476944444443,4.410833333333334,7,1
2,1190,"NPM 3.10.7 search out of memory ,  I'm opening this issue because:- [x] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?When I perform a search e.g. npm search highcharts I get a fatal error that JavaScript",4.071,7,"zkat,aredridel",2,palmerj3,"big-bug,bug,search",766.9630555555556,6.283055555555555,5,1
3,2529,"npm ls -g takes a really long time ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm ls -g is taking about 11 - 12s on my machine. How can the CLI team reproduce the pr",1.375,3,"othiym23,KenanY,legodude17",3,legodude17,"bug,performance",8035.890555555556,603.9258333333333,7,5
30,469,"Latest NPM version on windows doesn't finish installing. ,  I'm opening this issue because:Its not possible to install learnyounode or javascripting on windows. What's going wrong?It is stuck during installation. How can the CLI team reproduce the problem?Try to install learnyounode or javascripting with -g supporting information:- npm -v prints: 3.10.6- no",-202.47200000000038,27,"martinheidegger,jtrollkarl,zkat,iarna,legodude17,typed-typings,Lars-m,pocesar,ghost",9,martinheidegger,"big-bug,bug,windows",793.7830555555555,39.47,5,2
29,2403,"npm v3.10.7 returns Warning: Possible EventEmitter memory leak detected ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [x] Other (_see below for feature requests_): What's going wrong?Running npm install has the following warning:(node:28472) Warning: Possible EventEmitt",58.853,30,"othiym23,iarna,KenanY,ahoymajo,mhart,zkat,superclarkk,fayeyen,feryardiant,addaleax,itslenny,cescoferraro,arthurwdev-zz,HintikkaKimmo,chilly",15,5amfung,bug,5120.3052777777775,651.4188888888889,7,5
1,1610,"npm ls invalid dependency when dep depends on a different dep of itself ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [X] Other (_see below for feature requests_): What's going wrong?(This is a copy-paste of @lxe's message at https://github.com/npm/npm/issues/11386issue",8.637,5,"lxe,zkat,npm-robot",3,zkat,"bot-closed,bug",68.96444444444444,7493.55,2,7
3,843,"npm list command doesn't show all extraneous packages ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?Firstly, i install some dependencies manually. Then, i run npm ls --depth 0. Some of th",9.251000000000001,3,"othiym23,npm-robot,KenanY,e-cloud",4,e-cloud,"bot-closed,bug",748.1433333333333,7816.731666666667,5,7
2,2817,"npm3 shrinkwrap not support latest semver well. ,  I'm opening this issue because:- [ ] npm is crashing.- [x] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?shrinkwrap with devendencies semver latest goes wrong.1、my package.json is like this: j",4.314,20,"othiym23,iarna,zkat,shaunwarman,danielb2",5,xuxin,"big-bug,bug,shrinkwrap",4986.232777777778,1725.9502777777777,7,6
17,2931,"cb is not a function error ,  I'm opening this issue because:- [x] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?Running the latest node produces on a npm install the following error, several times:np",2.9859999999999998,9,"othiym23,zkat,fiamor,AkaneMurakawa,wanderer,liuestc,masonicGIT,luanshixinan,hsa1280,erwinwolff,crunch013,mazer-rakham",12,adrian-nitu-92,"big-bug,bug,node-bug",0.3688888888888889,500.8355555555556,1,5
0,2939,"""npm run"" can't find locally installed package: $PATH error if put project under the folder named ""my_node_modules"" , I put my project under a folder named ""my_node_modules"", then I use npm run to execute a command locally installed into ./node_modules/.bin', but failed.I found the $PATH variable is wrong, /Users/fenix/Projects/my_/node_modules/awesome-lib/node_modules/.bin, there is a extra / between my_ and node_",0,6,"othiym23,isaacs,zkat",3,jiangfengming,"bug,lifecycle",513.0175,1169.505,5,5
2,3140,"npm search returning errors ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?When I run npm search hyperterm I get this error npm ERR! Cannot read property '_update",0.75,4,"othiym23,riceballthief",2,riceballthief,"big-bug,bug,search",496.3016666666667,192.79,5,4
3,2907,"npm install --production and npm shrinkwrap do not behave consistently , [shrinkwrap-all.json.txt](https://github.com/npm/npm/files/372619/shrinkwrap-all.json.txt)[shrinkwrap-all-plus-dev.json.txt](https://github.com/npm/npm/files/372621/shrinkwrap-all-plus-dev.json.txt)[shrinkwrap-production-only.json.txt](https://github.com/npm/npm/files/372620/shrinkwrap-production-on",11.189,4,"othiym23,npm-robot,Jessidhia,shanethmoore",4,afrasso,"bot-closed,bug,shrinkwrap",6002.8975,8021.166944444444,7,7
2,516,"npm@3.10 npm-scripts regression ,  I'm opening this issue because:- [x] npm is doing something I don't understand. What's going wrong?npm@3.10 is going into an infinite loop when running an npm-script with the same name as a build-in command. How can the CLI team reproduce the problem?Create a script called shrinkwrap than runs npm",4.188,6,"othiym23,KenanY",2,necolas,"big-bug,bug,shrinkwrap",72.21027777777778,0.7794444444444445,2,1
2,1928,"npm breaks module tree, dedupe fails ,  I'm opening this issue because:- [ ] npm is crashing.- [X] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?I end up with a broken node_modules tree, where some folders are left with partial cont",-5.059999999999999,6,"othiym23,npm-robot,mnpenner",3,oliversalzburg,"big-bug,bot-closed,bug,needs-repro,windows",603.9258333333333,8035.890555555556,5,7
2,3727,"NPM doesn't call isInstallable on packages from shrinkwrap files ,  I'm opening this issue because:- [ ] npm is crashing.- [x] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?NPM doesn't seem to call [isInstallable](https://github.com/npm/npm/blob/2a5977e0c65b24",1.304,15,"iarna,othiym23,zkat,codeimpossible",4,codeimpossible,"bug,shrinkwrap",2598.0369444444445,1325.3547222222223,6,6
19,2533,"100% CPU Usage - Runs out of memory ,  I'm opening this issue because:- [x] npm is crashing.- [x] npm is doing something I don't understand. What's going wrong?I'm running Windows 10 with a fresh Nodejs installation. Nodejs itself works fine, but NPM causes 100% cpu usage, consumed memory continues to grow until process runs out of memo",35.8,23,"othiym23,Tanax,KenanY,legodude17,tflanagan,npm-robot,helio-frota",7,tflanagan,"big-bug,bot-closed,bug,needs-repro",774.9536111111111,8122.665277777778,5,7
0,877,"Bundled minimatch is deprecated for ReDOS vuln ,  I'm opening this issue because:- [x] Other (_see below for feature requests_): What's going wrong?See https://github.com/npm/fstream-ignore/issues/14 Posting here so that I can reference the actual source of the issue.While minimatch 3.0.2 satisfies all deps in the npm dep tree, npm is shipping wit",0,10,"othiym23,iarna",2,isaacs,"big-bug,bug,security",2433.6555555555556,675.6719444444444,6,5
2,2329,"Running test script fails with command not found ,  I'm opening this issue because:- [ ] npm is crashing.- [x] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?When attempting to run a script which contains npm explore to a path to a module, npm t",10.200000000000001,7,"garbas,othiym23,npm-robot,KenanY",4,eliperelman,"bot-closed,bug,lifecycle",173.00805555555556,8147.359166666667,3,7
7,2408,"npm ERR! color.yellow is not a function trying to install cordova package ,  I'm opening this issue because:- [x] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong? How can the CLI team reproduce the problem? Please a complete description of how to re",-5.708,10,"ilianamarcano,KenanY,othiym23,zkat,helio-frota,shawty",6,ilianamarcano,"big-bug,bug,needs-repro",5.126944444444445,6172.565,1,7
9,5453,"npm search has been broken for days ,  I'm opening this issue because:- [x] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm search <term> has been broken for days. This has been occurring across multiple dev",6.255000000000002,4,"KenanY,othiym23,ocoka,reach4thelasers,Sampo123,mspaulding06,vsemozhetbyt",7,geuis,"big-bug,bug,search",2945.597777777778,496.3016666666667,6,5
4,1560,"Error: fetch failed with status code 502 , npm ERR! fetch failed http://registry.npmjs.org/exec-buffer/-/exec-buffer-3.0.0.tgznpm WARN retry will retry, error on last attempt: Error: fetch failed with status code 502npm WARN deprecated minimatch@0.3.0: Please update to minimatch 3.0.2 or higher to avoid a RegExp DoS issuenpm ERR! fetch faile",2.3129999999999997,4,"othiym23,jasonmacdonald,lhogstrom,gauri-shukla-viz",4,venkatesh008,"big-bug,bug,registry",14209.1025,1.0577777777777777,7,1
3,3691,"Cannot download a NPM package due to 502 Bad Gateway error , When I am trying to install gulp on my server, I get the following error:ubuntu@bigboy:/var/www/$ npm installnpm ERR! fetch failed http://registry.npmjs.org/caching-transform/-/caching-transform-1.0.1.tgzThe problem is that the path of the package cannot be resolved:ubuntu@bigboy:/var/www/$ curl --h",0.010000000000000009,4,"othiym23,erickrawczyk,avengerine",3,bmamouri,"big-bug,bug,registry",622.9602777777778,1.1336111111111111,5,1
2,5086,"Error installing Cordova - fetch failed with status code 502 , I'm opening this issue because:npm is returning following error:error fetch failed https://registry.npmjs.org/cordova-app-hello-world/-/cordova-app-hello-world-3.10.0.tgzWhat's going wrong?Can't install Apache CordovaHow can the CLI team reproduce the problem?npm install -g cordovaSupporting informa",-0.04199999999999998,4,"othiym23,erickrawczyk",2,alextrejo,"big-bug,bug,registry",6.054166666666666,1.4011111111111112,1,1
2,4045,"$ sudo npm install --- npm ERR! fetch failed with status code 502 ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm-debug.log available at https://gist.github.com/altreact/00d84e47a7e1c024751484ad5c0",0.25,4,"othiym23,t3chguy",2,altreact,"big-bug,bug,registry",0.6955555555555556,1.97,1,1
2,2579,"502 for https://registry.npmjs.org/bignumber.js/-/bignumber.js-1.1.1.tgz ,  I'm opening this issue because:- [ ] npm is crashing.- [X] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?npm install -g node-red-node-watson fails due tohttps://registry.npmjs.org/bignumber.js",0.25,4,"othiym23,wenchaojiang",2,brbester,"big-bug,bug,registry",7816.731666666667,2.1352777777777776,7,1
33,5400,"npm install giving fetch errors for some packages ,  I'm opening this issue because:- [ ] npm is crashing.- [x] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?When I am doing 'npm install', getting fetch error for some packages How can the CLI te",47.036,4,"othiym23,vishnu-onshape,joanatzephyr,heshanindika,hoatle,damarna85,veeracs,kblcuk,Larisho,keithics,jcarpe,rogersdk,paranoidminotaur,osadchiynikita,alejodaraio,superplussed,thebearjew,stevenjob,dittonjs,esanchezm,lexyfeito,wei-nete,tommck,arypurnomoz,danbruder,OlivierCuyp,lianyi,dedicatted",28,vishnu-onshape,"big-bug,bug,registry",2945.597777777778,4.858333333333333,6,1
5,828,"Bad gateway (502) when trying to install babel-preset-stage-2 ,  I'm opening this issue because:- [ ] npm is crashing.- [X] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?Can't install babel-preset-stage-2 How can the CLI team reproduce the problem?npm insta",8.376999999999999,6,"elcuy,othiym23,michaelneale,davecozens",4,elcuy,"big-bug,bug,registry",7816.731666666667,5.735833333333333,7,1
253,2368,"conventional-changelog-atom 502 Bad Gateway ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [x] Other (_see below for feature requests_): What's going wrong? How can the CLI team reproduce the problem? Please a complete description of how to re",52.17900000000001,30,"senthilsivanath,hobofan,Starefossen,davecozens,schmull,schmuli,Yurko-Fedoriv,sarahhodne,randallb,eladnava,lime,csmake-hpe,rhyek,jkburges,nickpatrick,rnugraha,nhoughto,musketyr,charlieschwabacher,h8rry,stijntilleman,unfriendly,JoshuaKGoldberg,jezell,Sutikshan,foomip,mochacoder,lbustamante,reod,2ndalpha,mironal,aprilrd,deanc,RaulTsc,lytedev,watilde,andrest",37,ruedagato,"big-bug,bug,registry",329.6188888888889,11.505,4,1
3,2274,"npm installs packages with broken files on Docker with a locally mounted folder ,  I'm opening this issue because:- [x] npm is producing an incorrect install. What's going wrong?When running npm in a docker container of a local boot2docker instance with a mounted app directory, some files of packages installed by npm are corrupted and contain weird blocks of text like: javascript",13.252,9,"martinheidegger,othiym23,npm-robot",3,martinheidegger,"bot-closed,bug,needs-repro",220.19027777777777,8397.1225,4,7
2,1151,"npm@3.10.4 installation: node-gyp@3.4.0 ""src"" directory is missing ,  I'm opening this issue because:- [x] npm is producing an incorrect install. What's going wrong?Directory %appdata%/npm/node_modules/npm/node_modules/node-gyp/src is missing after updating to npm 3.10.4 via npm i npm@3.10.4 -g. This folder is also missing from the pre-release ZIP archive. How can th",5.346,10,"zaenk,zkat,othiym23,iarna,rvagg",5,zaenk,"big-bug,bug",0.7794444444444445,72.21027777777778,1,2
10,1615,"New shrinkwrap lifecycle breaks old scripts ,  I'm opening this issue because:Our workflow defined a shrinkwrap npm script that would take care of specifying our custom registry and trimming unused properties from the output. That workflow is now broken due to https://github.com/npm/npm/commit/e8c80f20bfd5d1618e85dbab41660d6f3e5ce405.Setting en",-39.29599999999999,14,"othiym23,iarna,cvrebert,twbs-savage,STRML,necolas",6,STRML,"big-bug,bug,lifecycle",351.65694444444443,1736.8327777777777,4,6
10,1196,"Shrinkwrap lifecycle scripts have wrong cwd ,  I'm opening this issue because:Shrinkwrap lifecycle scripts behave oddly. What's going wrong?For most lifecycle scripts, the cwd is the root of the project. For example,a scripts like this resolve fine: json""dev"": ""./run-dev.sh"",""preCommit"": ""scripts/precommit.sh""However, preshrinkwrap and postshri",-6.876999999999999,13,"othiym23,iarna,STRML,evocateur",4,STRML,"big-bug,bug,lifecycle,needs-repro",30.72138888888889,2319.0783333333334,1,6
1,2841,"npm search failing with ""npm ERR! Unexpected token g"" ,  I'm opening this issue because:- [x] npm is crashing.- [ ] npm is producing an incorrect install.- [ ] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?When I search for something, I get results for the first search. Subsequent searches, e",0.688,5,"othiym23,zkat",2,geuis,"bug,search",1725.9502777777777,2666.4083333333333,6,6
11,1417,"Environment variables which begin with DYLD_ are not available to npm scripts ,  I'm opening this issue because:- [ ] npm is crashing.- [ ] npm is producing an incorrect install.- [x] npm is doing something I don't understand.- [ ] Other (_see below for feature requests_): What's going wrong?When I set an environment variable that begins with DYLD_ it is undefined when I run an",7.053999999999999,18,"othiym23,legodude17,iambrandonn,lholmquist",4,iambrandonn,"bug,lifecycle,patch-welcome",220.19027777777777,1774.8625,4,6
4,1342,"npm has a line ending problem , I realize this issue has been addressed multiple times in the past, but I am bringing it back up because as it stands, here is what is happening:- The NPM Package manager repository is becoming littered with cross-platform incompatible packages, severely hindering NPM's viability as a cross-platform",-4.577999999999999,7,"othiym23,npm-robot,iarna,wayofthefuture,dogancelik",5,wayofthefuture,"bot-closed,bug,git,needs-discussion",327.5152777777778,8540.15111111111,4,7
2,231,"Out of JavaScript Heap Memory , I received this issue when searching for a module. Not sure if this is something on my end or somewhere within NPM.![capture](https://cloud.githubusercontent.com/assets/7380109/16385311/e44c51ee-3c51-11e6-8077-20ecb1c21720.PNG)",1.125,5,"othiym23,adam66",2,jake32321,"big-bug,bug,search,support",5946.176944444444,24.578333333333333,7,1
7,744,"npm search error , The following is the error message, anyone knows this issue?npm WARN Building the local index for the first time, please be patientnpm ERR! Darwin 15.5.0npm ERR! argv ""/usr/local/Cellar/node/6.2.0/bin/node"" ""/usr/local/bin/npm"" ""--registry=https://registry.npm.taobao.org"" ""--cache=/Users/tuwenmin/.n",5.048000000000001,17,"HughGrant,KenanY,othiym23",3,HughGrant,"bug,registry,search",20278.8875,120.94944444444444,7,3
11,743,"npm requests@2.69.1 not found , At around 2;30pm PDT today all of a sudden we keep getting this error: npm WARN package.json origin-grunt-component-packager@0.0.0 No repository field. npm WARN package.json origin-grunt-component-packager@0.0.0 license should be a valid SPDX license expression npm ERR! Linux 3.5.0-23-generic npm ER",9.751000000000001,5,"othiym23,isaacs,ligerzero459,pbomb,eugeneiiim,rferreira,bassamyan",7,Gogfather,"big-bug,bug",50.92805555555555,1.2897222222222222,2,1
1,831,"preshrinkwrap and postshrinkwrap working directory is node_modules , When executing a script in _preshrinkwrap_ or _postshrinkwrap_ hook its current working directory is _node_modules_ (if it exists).MethodCreate a new folder _shrinkwrap-test_.Within that folder add an empty _node_modules_ folder an a package.json with the following content. json{ ""scripts"": { ""presh",8.637,5,"othiym23,npm-robot",2,garthenweb,"bot-closed,bug,lifecycle,shrinkwrap",525.7455555555556,8720.044444444444,5,7
3,3447,"npm update -g totally fails , Version 3.10.1. npm-debug.log below.0 info it worked if it ends with ok1 verbose cli [ '/Users/samh/.nvm/versions/node/v6.2.0/bin/node',1 verbose cli '/Users/samh/.nvm/versions/node/v6.2.0/bin/npm',1 verbose cli 'update',1 verbose cli '-g' ]2 info using npm@3.10.13 info using node@v6.2.04 verbose st",-3.927,11,"othiym23,iarna,segrey,ffxsam",4,ffxsam,"big-bug,bug,installer",9975.695555555556,5.800277777777778,7,1
0,117,"Docs: link to `npm-tag` from cli docs on tag is 404 , https://docs.npmjs.com/cli/tagsee-alsoClicking the one called tag leads to https://docs.npmjs.com/undefined/tag",0,10,"othiym23,macdonst,zkat",3,SimenB,"bug,documentation",40.92638888888889,252.32694444444445,2,4
3,390,"npm publish and pack leaving out files. , I published a package (https://npmjs.com/package/node-command) and it was missing a file (cli.js). I have it in my files array. It was also listed in my bin. Publish works fine, but when I try to install it I get: ENOENT: no such file or directory, chmod '/home/jdb/Desktop/Code/tand/node_modules/nod",3.723,2,"othiym23,legodude17,light24bulbs",3,legodude17,bug,988.065,3.4138888888888888,5,1
2,1382,"npm 3.10.1 ""init"" inputs are obstructed with new progress bar , When trying to init a new package.json using npm init with npm version 3.10.1, the inputs are obstructed with the new progress bar.╭─nomaed:~/tmp ⌚ 23:03:05╰▶ uname -srDarwin 15.5.0╭─nomaed:~/tmp ⌚ 22:47:30╰▶ node -vv6.2.2╭─nomaed:~/tmp ⌚ 23:01:06╰▶ npm -v3.10.1╭─nomaed:~/tmp ⌚ 23:01:07╰▶ npm initTh",1.188,7,"othiym23,iarna,segrey,ffxsam",4,nomaed,"bug,ux",7825.905277777778,27.979444444444443,7,1
1,1218,"npm ls -g will fail silently if npm linked package has been moved , $ cd ./my-package$ npm init ...$ npm link$ npm ls -g --depth 0/Users/apollotang/.nvm/versions/node/v4.2.4/lib├── my-package@1.0.0 -> /Users/apollotang/Desktop/test/my-package$ cd ..$ mv my-package my-package-rename$ npm ls -g --depth 0 fail silently $ npm uninstall -g my-packagenpm ERR! Darwin 15.5.",8.637,3,"othiym23,npm-robot",2,ApolloTang,"bot-closed,bug",20278.8875,8758.98,7,7
1,1196,"npm 3 dependencies of bundled dependencies missing from package , So my package has some bundleddependencies. When I run npm pack, those bundleddependencies are included in the package but the dependencies of those bundleddependenceis are missing. This is because npm@3 installs the dependencies as flat. So the deps of my bundleddependenceis are siblings instead of",5.563,7,"iarna,othiym23,segrey",3,stevengill,"big-bug,bug",10.238333333333333,9.914722222222222,1,1
4,466,"npm install nonexistent version  , npm i -S bebel-core installs version 999.999.999 that doesn't exists in the registry. (see: https://www.npmjs.com/package/babel-core)![image](https://phabricator.babeljs.io/file/data/2sfcms62fwreacgtebn5/PHID-FILE-tvypqh5xlimuvxb5lcjx/pasted_file)Also npm outdated says that the latest version availa",3.063,6,"EmmaRamirez,hzoo,KenanY,jayphelps,legodude17,ilbonte",6,ilbonte,bug,20920.426944444444,4800.4783333333335,7,7
2,354,"""npm install"" executes ""npm pretest"" , I found a similar tickets described that ""prepublish"" are executed during ""npm install"" (like 3059). This behavior seems to be fixed (it's not executed anymore in 4.x+).But is there some documentation, discussion, plans what's with ""pretest""?Currently ""npm install"" executes ""npm pretest"" and I don't",0.885,3,"othiym23,Sharaal,legodude17",3,Sharaal,"bug,support",513.0175,99.58888888888889,5,3
2,690,"regression in: npm shrinkwrap install from local tarball , Installing from shrinkwrap with resolved urls that are relative to the package root used to resolve the path to the tarball relative to the package root. Somewhere in the 3.9 series, this seems to have changed, and the paths are now resolved relative to the root of its _dependency_For example, given",4.843999999999999,6,"othiym23,iarna,hoskeri",3,hoskeri,"big-bug,bug,local,shrinkwrap",0.9297222222222222,571.9094444444445,1,5
1,600,"files attribute not respected?  , This issue is wrt to [head-it](https://github.com/hemanth/head-it/issues/1issuecomment-224832084).$ tar -ztvf $(npm pack)-rw-r--r-- 1 120017702 120017702 602 May 31 19:54 package/package.json-rw-r--r-- 1 120017702 120017702 350 May 31 19:44 package/index.js-rwxr-xr-x 1 120017702 120017702 432 May 31",0.25,4,"isaacs,othiym23",2,hemanth,bug,34.57138888888889,54.848333333333336,2,2
1,496,"require.resolve results in wrong behaviour when npm link , Hello,My package 'A' depends on package 'B' which is npm link in c:\mylinkedprojects.I need to use require.resolve to get the path of a depend module in 'A'.The problem is that require.resolve is starting to search from c:\mylinkedprojects\B folder, instead of starting from c:\mylinkedprojects\A\nod",8.637,3,"EmmaRamirez,npm-robot",2,Alphapage,"bot-closed,bug",0.9297222222222222,8963.745555555555,1,7
3,557,".npmignore and package.json `files` directive are broken , I've found several issues that could be proven with unit tests:Firstly documentation says: https://docs.npmjs.com/files/package.jsonfilesCertain files are always included, regardless of settings:package.jsonREADME (and its variants)CHANGELOG (and its variants)LICENSE / LICENCEbut they are not:- READ",17.792,10,"othiym23,zkat,Yeti-or",3,Yeti-or,"bug,in-progress,needs-discussion,review",21663.46722222222,121.63277777777778,7,3
3,4117,"Sporadic ""warning: Recursive process.nextTick detected."" followed by ""RangeError: Maximum call stack size exceeded"" on node 0.10.42 when running ""npm install"" on an existing node_modules tree. , broken npm versions: 3.9.2 (at least 3.9.0 and above seem to be affected) working npm version: 3.6.0 does not have this issue. I haven't bisected any further as it's hard to reproducenode: 0.10.42OS: OS X El Capitan (10.11.4) / Darwin 15.4.0 Darwin Kernel Version 15.4.0UPDATE:Looks like it's somethi",12.359,5,"zkat,iarna,segrey,angus-c,lxe",5,lxe,"big-bug,bug",13855.046666666667,703.0152777777778,7,5
34,1095,"FATAL ERROR: CALL_AND_RETRY_LAST Allocation failed - JavaScript heap out of memory , > npm search command<--- Last few GCs - 28640 ms: Mark-sweep 802.7 (1151.1) -> 776.1 (1129.0) MB, 750.1 / 0 ms [allocation failure] [GC in old space requested]. 29388 ms: Mark-sweep 776.1 (1129.0) -> 775.6 (1136.0) MB, 747.9 / 0 ms [allocation failure] [GC in old space requested]. 30150 ms: Mark-swe",0,15,"othiym23,maciejkowalski,owlstack,majorcool",4,cloned2k16,"big-bug,bug,search,support",12069.590833333334,994.2638888888889,7,5
5,273,"When shrinkwrap is used npm install won't update git dependencies , See the problem:![](http://i.ncrp.co/2F1u040j3t2B/Fullscreen_16_05_16_15_46.png)To reproduce locally, run (see https://github.com/kossnocorp/npm-shrinkwrap-bug): bashgit clone git@github.com:kossnocorp/npm-shrinkwrap-bug.gitcd npm-shrinkwrap-bugnpm install",10.345000000000002,10,"othiym23,kossnocorp,iarna,philberg,codyjk",5,kossnocorp,"big-bug,bug,shrinkwrap",12387.473333333333,2102.3130555555554,7,6
8,1685,"Outdated -g throws on most recent npm , dougwade code/stratocacher ‹master› » npm outdated -gnpm ERR! Darwin 15.4.0npm ERR! argv ""/usr/local/bin/iojs"" ""/usr/local/bin/npm"" ""outdated"" ""-g""npm ERR! node v6.1.0npm ERR! npm v3.9.0npm ERR! code EMISSINGARGnpm ERR! typeerror Error: Missing required argument 1npm ERR! typeerror at module.exports",0,22,"othiym23,iarna,zkat,mbellerose,tommck,watilde,doug-wade",7,doug-wade,"big-bug,bug,needs-repro",3970.949722222222,5946.176944444444,7,7
3,2454,"Pre-Release Version 3.9.1 Crashes for Incremental Shrinkwrap Installs , Hey,I've tested the latest pre-release version (npm@3.9.1) here with an incremental shrinkwrap install and it crashes reliably.I confirmed that my original branch (based off an old master) didn't crash, and that the current master branch didn't crash if I reverted my commit (this one https://github.",3.1039999999999996,8,"misterbyrne,iarna,othiym23",3,misterbyrne,"big-bug,bug,installer,shrinkwrap",4.389722222222222,2925.7638888888887,1,6
6,600,"Maximum call stack size exceeded , I use angular fullstack for mean app. When I run npm install inside my project i get the follwoing errorLinux 3.13.0-62-genericnpm ERR! argv ""/home//.nvm/v6.1.0/bin/node"" ""/home//.nvm/v6.1.0/bin/npm"" ""install""npm ERR! node v6.1.0npm ERR! npm v3.8.6npm ERR! Maximum call stack size exceedednpm ERR! np",21.761000000000003,9,"othiym23,ceekaey,helio-frota,npm-robot,jinkeeb,admosity,Krinkle",7,ceekaey,"big-bug,bot-closed,bug,needs-repro",5.633333333333334,9663.524444444445,1,7
